Address,Type,Year built,Total rental units,Primary market units,Residential standards violations issued (2020-2022),Building permits issued (2020-2022),Building permit work types,Building permit issue years,Assessment history,Sales history,Census tract,Forward sortation area,Rental Market Survey zone,Municipality
"7 Mandaville Crt, Halifax",Primary market,1974,24,24,,,,,"2023: $1,984,000; 2022: $1,885,300; 2021: $1,842,600; 2020: $1,836,200; 2019: $1,610,800",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"7 Parker St, Dartmouth",Primary market,1970,161,161,,,,,"2023: $16,656,400; 2022: $15,624,200; 2021: $14,173,200; 2020: $12,940,300; 2019: $12,589,000",,2050101.00,B2Y,Dartmouth South,Halifax
"7 Pinehill Dr, Lower Sackville",Primary market,2022,49,49,,,,,"2023: $7,849,700; 2022: $3,825,100; 2021: $1,545,100; 2020: $258,700; 2019: $256,300","2019: $489,000 (1 parcel in sale)",2050131.02,B4C,Sackville,Halifax
"7 Plateau Crescent, Halifax",Primary market,1969,24,24,,,,,"2023: $3,097,100; 2022: $2,678,200; 2021: $2,399,900; 2020: $2,411,000; 2019: $2,321,800",,2050025.01,B3M,Mainland North,Halifax
"7 Rufus Ave, Halifax",Primary market,1977,16,16,,,,,"2023: $1,137,500; 2022: $1,074,600; 2021: $1,044,500; 2020: $1,034,700; 2019: $987,900",,2050024.00,B3N,Mainland North,Halifax
"7 Vimy Ave, Halifax",Primary market,1996,48,48,,,,,"2023: $6,814,800; 2022: $6,070,200; 2021: $5,375,700; 2020: $4,849,000; 2019: $4,554,800",,2050025.02,B3M,Mainland North,Halifax
"70 Cobequid Rd, Lower Sackville",Primary market,1977,36,36,1,,,,"2023: $2,627,800; 2022: $2,405,600; 2021: $2,399,800; 2020: $2,265,400; 2019: $2,229,200",,2050131.04,B4C,Sackville,Halifax
"70 Gary Martin Dr, Bedford",Primary market,2014,71,71,,,,,"2023: $15,559,000; 2022: $13,553,900; 2021: $13,475,300; 2020: $13,383,100; 2019: $13,617,200",,2050132.06,B4B,Remainder of CMA,Halifax
"70 Mountain Rd, Halifax",Primary market,1992,74,74,,,,,"2023: $11,029,300; 2022: $6,965,100; 2021: $6,664,700; 2020: $6,365,500; 2019: $6,064,900",,2050015.00,B3N,Mainland South,Halifax
"70 Seawood Ave, Lower Sackville",Primary market,1971,6,6,,,,,"2023: $431,800; 2022: $418,500; 2021: $416,200; 2020: $443,300; 2019: $383,000",,2050131.03,B4C,Sackville,Halifax
"701 St Margarets Bay Rd, Halifax",Primary market,2012,6,6,,,,,"2023: $998,300; 2022: $964,500; 2021: $902,700; 2020: $568,900; 2019: $558,300",,2050017.00,B3N,Mainland North,Halifax
"7037 Mumford Rd, Halifax",Primary market,2022,140,140,,,,,"2023: $40,792,400; 2022: $25,360,000; 2021: $4,740,000; 2020: $1,398,000; 2019: $1,403,500",,2050018.00,B3L,Peninsula North,Halifax
"7050 Highway 207, West Chezzetcook",Boarding house,2022,,,,1,New building,2022,,,2050151.00,,Remainder of CMA,Halifax
"71 Gaston Rd, Dartmouth",Primary market,1970,12,12,,,,,"2023: $664,900; 2022: $626,000; 2021: $614,400; 2020: $541,600; 2019: $510,900",2021: $0 (2 parcels in sale); 2021: $0 (2 parcels in sale),2050103.00,B2Y,Dartmouth South,Halifax
"71 Primrose St, Dartmouth",Primary market,1973,22,22,,1,Renovation,2022,"2023: $1,148,400; 2022: $1,172,200; 2021: $1,030,300; 2020: $921,800; 2019: $901,700","2022: $2,530,000 (1 parcel in sale)",2050114.00,B3A,Dartmouth North,Halifax
"7121 Quinpool Rd, Halifax",Primary market,1950,4,4,,,,,"2023: $659,400; 2022: $600,600; 2021: $568,600; 2020: $543,500; 2019: $522,400",,2050013.00,B3L,Peninsula South,Halifax
"7137 Quinpool Rd, Halifax",Primary market,1965,26,26,,,,,"2023: $2,445,400; 2022: $2,191,600; 2021: $2,163,000; 2020: $1,952,900; 2019: $1,894,800",,2050013.00,B3L,Peninsula South,Halifax
"7145 Quinpool Rd, Halifax",Primary market,1962,64,64,1,,,,"2023: $3,187,200; 2022: $3,306,000; 2021: $3,084,200; 2020: $2,364,300; 2019: $2,228,300",,2050013.00,B3L,Peninsula South,Halifax
"7157 Quinpool Rd, Halifax",Primary market,1960,4,4,,,,,"2023: $513,500; 2022: $483,600; 2021: $455,300; 2020: $455,300; 2019: $437,600",,2050013.00,B3L,Peninsula South,Halifax
"716 Old Sackville Rd, Lower Sackville",Primary market,1980,20,20,,,,,"2023: $2,206,400; 2022: $1,898,900; 2021: $1,989,000; 2020: $1,812,700; 2019: $1,740,400",2020: $184 (4 parcels in sale),2050131.03,B4C,Sackville,Halifax
"7160 Andrew St, Halifax",Primary market,1987,14,14,,,,,"2023: $926,400; 2022: $898,100; 2021: $903,700; 2020: $890,100; 2019: $802,300",,2050023.00,B3N,Peninsula North,Halifax
"7165 Quinpool Rd, Halifax",Primary market,1965,33,33,,,,,"2023: $3,325,200; 2022: $2,624,000; 2021: $2,568,000; 2020: $2,352,000; 2019: $2,325,400",,2050013.00,B3L,Peninsula South,Halifax
"7169 Andrew St, Halifax",Primary market,,28,28,,,,,"2023: $1,668,500; 2022: $1,602,600; 2021: $1,640,400; 2020: $1,590,100; 2019: $1,432,200",,2050023.00,B3N,Peninsula North,Halifax
"7180 Andrew St, Halifax",Primary market,1985,21,21,,,,,"2023: $1,389,700; 2022: $1,347,200; 2021: $1,355,600; 2020: $1,335,100; 2019: $1,203,500",,2050023.00,B3N,Peninsula North,Halifax
"72 Fairfax Dr, Halifax",Primary market,2002,56,56,,,,,"2023: $7,576,800; 2022: $6,853,700; 2021: $6,817,800; 2020: $6,274,000; 2019: $5,725,500",,2050026.01 (2006-2010); 2050026.05 (2011-2022),B3S,Mainland North,Halifax
"72 Jackson Rd, Dartmouth",Primary market,1972,6,6,,,,,"2023: $450,600; 2022: $435,600; 2021: $386,700; 2020: $312,600; 2019: $317,400",,2050114.00,B3A,Dartmouth North,Halifax
"72 Seapoint Rd, Dartmouth",Primary market,2022,105,105,,,,,"2023: $22,743,000; 2022: $19,547,400; 2021: $8,101,600; 2020: $4,939,000; 2019: $1,785,000",2019: $0 (1 parcel in sale),2050113.00,B3B,Dartmouth North,Halifax
"721 Windmill Rd, Dartmouth",Primary market,2011,70,70,,,,,"2023: $16,027,700; 2022: $16,538,800; 2021: $15,623,200; 2020: $15,917,600; 2019: $14,847,000",,2050113.00,B3B,Dartmouth North,Halifax
"7211 Quinpool Rd, Halifax",Primary market,1994,28,28,,,,,"2023: $3,490,300; 2022: $3,282,300; 2021: $3,224,000; 2020: $2,898,000; 2019: $2,833,300",,2050013.00,B3L,Peninsula South,Halifax
"729 Pleasant St, Dartmouth",Primary market,,12,12,,,,,"2023: $782,100; 2022: $801,800; 2021: $811,300; 2020: $746,500; 2019: $722,700",,2050100.00,B2W,Dartmouth South,Halifax
"73 Seawood Ave, Lower Sackville",Primary market,1970,6,6,,,,,"2023: $431,800; 2022: $418,500; 2021: $416,200; 2020: $443,300; 2019: $383,000",,2050131.03,B4C,Sackville,Halifax
"74 Bellbrook Crescent, Dartmouth",Primary market,2008,43,43,,,,,"2023: $7,743,100; 2022: $8,065,100; 2021: $7,682,600; 2020: $7,720,900; 2019: $7,346,700","2019: $33,350,000 (3 parcels in sale)",2050104.02 (2008-2020); 2050104.04 (2021-2022),B2W,Dartmouth East,Halifax
"75 Abbington Ave, Bedford",Primary market,2020,107,107,,,,,"2023: $28,341,500; 2022: $27,330,400; 2021: $17,700,000; 2020: $7,100,000; 2019: $2,500,000",,2050132.06,B4B,Remainder of CMA,Halifax
"75 Altavista Lane, Halifax",Primary market,2006,4,4,,,,,"2023: $1,172,400; 2022: $1,167,600; 2021: $1,164,300; 2020: $1,018,200; 2019: $999,300",,2050017.00,B3N,Mainland North,Halifax
"75 Ardwell Ave, Halifax",Primary market,1971,15,15,,,,,"2023: $977,400; 2022: $963,600; 2021: $903,300; 2020: $758,800; 2019: $800,800",,2050001.00,B3R,Mainland South,Halifax
"75 Farringdon Way, Bedford",Primary market,2020,40,40,,,,,"2023: $8,914,000; 2022: $8,568,500; 2021: $4,580,000; 2020: $1,160,000",,2050132.06,B4B,Remainder of CMA,Halifax
"75 Jackson Rd, Dartmouth",Primary market,1969,6,6,,,,,"2023: $419,000; 2022: $399,800; 2021: $366,300; 2020: $312,000; 2019: $296,500",2021: $0 (3 parcels in sale),2050114.00,B3A,Dartmouth North,Halifax
"75 King St, Dartmouth",Primary market,2014,8,8,,,,,"2023: $1,696,000; 2022: $1,587,100; 2021: $1,720,600; 2020: $1,553,000; 2019: $1,220,900",,2050102.00,B2Y,Dartmouth South,Halifax
"75 Pinecrest Dr, Dartmouth",Primary market,1966,12,12,,,,,"2023: $736,400; 2022: $705,400; 2021: $678,000; 2020: $577,600; 2019: $548,800",,2050114.00,B3A,Dartmouth North,Halifax
"75 Primrose St, Dartmouth",Primary market,1987,12,12,,,,,"2023: $1,102,700; 2022: $1,022,100; 2021: $982,400; 2020: $900,800; 2019: $855,200",,2050114.00,B3A,Dartmouth North,Halifax
"75 Sackville Cross Rd, Lower Sackville",Primary market,1988,36,36,1,,,,"2023: $2,728,900; 2022: $2,505,300; 2021: $2,498,800; 2020: $2,376,400; 2019: $2,325,000",,2050131.03,B4C,Sackville,Halifax
"76 Armenia Dr, Bedford",Primary market,2015,71,71,,,,,"2023: $18,347,400; 2022: $17,935,800; 2021: $17,215,000; 2020: $16,754,100; 2019: $16,709,400",,2050123.04 (2015-2020); 2050123.09 (2021-2022),B4A,Bedford,Halifax
"76 Fairbanks St, Dartmouth",Primary market,1920,12,12,,,,,"2023: $1,048,000; 2022: $998,100; 2021: $877,300; 2020: $819,400; 2019: $797,400",,2050110.00,B3A,Dartmouth North,Halifax
"76 Fairfax Dr, Halifax",Primary market,2001,62,62,,,,,"2023: $11,950,500; 2022: $10,123,900; 2021: $9,573,400; 2020: $8,653,900; 2019: $8,797,500",,2050026.01 (2006-2010); 2050026.05 (2011-2022),B3S,Mainland North,Halifax
"76 Gaston Rd, Dartmouth",Primary market,1970,60,60,,,,,"2023: $4,333,100; 2022: $3,899,700; 2021: $3,786,300; 2020: $3,484,200; 2019: $3,483,400",,2050101.00,B2Y,Dartmouth South,Halifax
"76 Highfield Park Dr, Dartmouth",Primary market,1991,128,128,,,,,"2023: $13,968,900; 2022: $12,885,900; 2021: $12,078,700; 2020: $9,679,000; 2019: $9,489,000",,2050114.00,B3A,Dartmouth North,Halifax
"76 Prestwick Close, Halifax",Primary market,2001,66,66,,,,,"2023: $11,972,400; 2022: $10,611,200; 2021: $11,036,800; 2020: $9,435,300; 2019: $9,195,000",,2050026.01 (2006-2010); 2050026.05 (2011-2022),B3S,Mainland North,Halifax
"77 Farrell St, Dartmouth",Primary market,1963,18,18,,,,,"2023: $915,200; 2022: $853,700; 2021: $853,700; 2020: $819,400; 2019: $821,700","2020: $1,350,000 (1 parcel in sale)",2050112.00,B3A,Dartmouth North,Halifax
"77 Sunnybrae Ave, Halifax",Primary market,1960,6,6,,,,,"2023: $495,300; 2022: $438,700; 2021: $441,600; 2020: $516,200; 2019: $430,700",,2050024.00,B3N,Mainland North,Halifax
"78 Evans Ave, Halifax",Primary market,1970,6,6,,,,,"2023: $532,300; 2022: $505,900; 2021: $510,600; 2020: $487,500; 2019: $412,200",,2050025.01,B3M,Mainland North,Halifax
"7830 Highway 357, Middle Musquodoboit",Primary market,1900,6,6,,,,,"2023: $319,800; 2022: $302,800; 2021: $220,100; 2020: $202,900; 2019: $334,300","2019: $204,365 (2 parcels in sale)",2050153.00,,Remainder of CMA,Halifax
"785 Young Ave, Halifax",Primary market,,4,4,,,,,"2023: $1,955,600; 2022: $1,876,300; 2021: $1,735,300; 2020: $1,634,100; 2019: $1,618,700","2021: $1,900,000 (1 parcel in sale)",2050003.00,B3H,Peninsula South,Halifax
"79 Holtwood Crt, Dartmouth",Primary market,2020,86,86,,,,,"2023: $22,381,800; 2022: $21,760,800; 2021: $19,108,500; 2020: $9,334,000; 2019: $1,720,000","2020: $25,600,000 (1 parcel in sale)",2050100.00,B2W,Dartmouth South,Halifax
"79 Jackson Rd, Dartmouth",Primary market,1960,5,5,,,,,"2023: $355,600; 2022: $335,500; 2021: $275,400; 2020: $286,100; 2019: $280,800",,2050114.00,B3A,Dartmouth North,Halifax
"79 Lacewood Dr, Halifax",Primary market,1970,28,28,,,,,"2023: $2,545,900; 2022: $2,188,200; 2021: $2,100,000; 2020: $2,022,000; 2019: $1,930,000",,2050025.02,B3M,Mainland North,Halifax
"79 Lakecrest Dr, Dartmouth",Primary market,1971,77,77,,,,,"2023: $5,602,800; 2022: $4,878,100; 2021: $4,816,000; 2020: $4,789,800; 2019: $4,651,900","2021: $22,442,994 (8 parcels in sale); 2020: $0 (2 parcels in sale)",2050107.00,B2X,Dartmouth East,Halifax
"79 Prestwick Close, Halifax",Primary market,2001,70,70,,,,,"2023: $12,605,800; 2022: $11,172,600; 2021: $9,259,300; 2020: $8,829,200; 2019: $7,645,000",,2050026.01 (2006-2010); 2050026.05 (2011-2022),B3S,Mainland North,Halifax
"79 Radcliffe Dr, Halifax",Primary market,1992,50,50,,,,,"2023: $7,943,900; 2022: $6,672,100; 2021: $6,339,200; 2020: $6,125,700; 2019: $5,530,500","2020: $69,854,564 (6 parcels in sale)",2050026.01 (2006-2010); 2050026.04 (2011-2022),B3M,Mainland North,Halifax
"79 Seawood Ave, Lower Sackville",Primary market,1971,6,6,,,,,"2023: $439,900; 2022: $426,200; 2021: $424,000; 2020: $453,600; 2019: $390,600",,2050131.03,B4C,Sackville,Halifax
"8 Anchor Dr, Halifax",Primary market,1992,117,117,,,,,"2023: $26,362,200; 2022: $23,112,600; 2021: $23,814,700; 2020: $20,984,300; 2019: $19,178,500",,2050014.00,B3N,Mainland South,Halifax
"8 Autumn Dr, Halifax",Primary market,1970,4,4,,,,,"2023: $262,200; 2022: $242,600; 2021: $234,300; 2020: $207,600; 2019: $204,300","2019: $180,000 (1 parcel in sale)",2050002.00,B3R,Mainland South,Halifax
"8 Birches Dr, Halifax",Primary market,1963,17,17,,,,,"2023: $1,771,600; 2022: $1,398,800; 2021: $1,328,800; 2020: $1,283,100; 2019: $1,207,700",,2050016.00,B3N,Mainland South,Halifax
"8 Burke St, Dartmouth",Primary market,1970,6,6,,1,Renovation,2021,"2023: $464,900; 2022: $372,600; 2021: $341,000; 2020: $283,200; 2019: $285,200","2020: $467,500 (1 parcel in sale)",2050114.00,B3A,Dartmouth North,Halifax
"8 Dawn St, Halifax",Primary market,1965,6,6,,,,,"2023: $532,300; 2022: $505,900; 2021: $510,600; 2020: $487,500; 2019: $412,200",,2050025.01,B3M,Mainland North,Halifax
"8 Douglas Dr, Bedford",Primary market,1980,12,12,,,,,"2023: $1,655,000; 2022: $1,572,400; 2021: $1,387,900; 2020: $1,274,700; 2019: $1,183,300",,2050123.04 (2006-2020); 2050123.07 (2021-2022),B4A,Bedford,Halifax
"8 Flamingo Dr, Halifax",Primary market,1994,62,62,,,,,"2023: $6,975,900; 2022: $6,224,900; 2021: $5,579,300; 2020: $5,396,000; 2019: $5,154,100",,2050025.02,B3M,Mainland North,Halifax
"8 Galaxy Ave, Dartmouth",Primary market,1970,12,12,,,,,"2023: $946,000; 2022: $767,400; 2021: $741,900; 2020: $645,200; 2019: $632,600","2021: $22,442,994 (8 parcels in sale); 2020: $0 (8 parcels in sale)",2050103.00,B2Y,Dartmouth South,Halifax
"8 Lawrence St, Dartmouth",Primary market,1958,41,41,,1,Renovation,2022,"2023: $3,113,800; 2022: $2,988,500; 2021: $2,785,600; 2020: $2,606,000; 2019: $2,444,000",2019: $0 (1 parcel in sale),2050103.00,B2Y,Dartmouth South,Halifax
"8 Linden Lea, Dartmouth",Primary market,2022,42,42,,,,,"2023: $8,248,900; 2022: $5,876,100; 2021: $1,562,000; 2020: $779,000; 2019: $735,800","2019: $1,230,000 (1 parcel in sale)",2050102.00,B2Y,Dartmouth South,Halifax
"8 Mandaville Crt, Halifax",Primary market,1973,20,20,,,,,"2023: $1,306,100; 2022: $1,268,900; 2021: $1,275,800; 2020: $1,036,800; 2019: $897,300",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"8 McFatridge Rd, Halifax",Primary market,1975,12,12,,,,,"2023: $1,161,900; 2022: $1,156,800; 2021: $1,155,200; 2020: $1,036,400; 2019: $1,020,200",2019: $0 (1 parcel in sale),2050024.00,B3N,Mainland North,Halifax
"8 McIntosh St, Halifax",Primary market,1969,6,6,,,,,"2023: $415,700; 2022: $407,200; 2021: $366,100; 2020: $320,400; 2019: $338,000",,2050002.00,B3R,Mainland South,Halifax
"8 Regency Dr, Dartmouth",Primary market,1975,6,6,,,,,"2023: $390,100; 2022: $367,100; 2021: $362,500; 2020: $335,600; 2019: $315,600",,2050101.00,B2Y,Dartmouth South,Halifax
"8 Vimy Ave, Halifax",Primary market,1966,11,11,,,,,"2023: $907,500; 2022: $837,600; 2021: $820,700; 2020: $793,800; 2019: $547,800",,2050025.02,B3M,Mainland North,Halifax
"80 Camelot Lane, Halifax",Primary market,1990,68,68,,,,,"2023: $8,015,600; 2022: $6,994,600; 2021: $6,335,600; 2020: $6,321,800; 2019: $6,154,700",2019: $0 (1 parcel in sale); 2019: $0 (1 parcel in sale),2050026.02,B3M,Mainland North,Halifax
"80 Charlotte Lane, Halifax",Primary market,1994,304,304,,,,,"2023: $43,178,800; 2022: $38,798,300; 2021: $33,968,100; 2020: $29,126,000; 2019: $28,216,500",,2050027.00,B3M,Mainland North,Halifax
"80 Chipstone Close, Halifax",Primary market,1992,60,60,1,,,,"2023: $8,365,700; 2022: $7,683,500; 2021: $7,121,400; 2020: $5,591,500; 2019: $5,422,700","2020: $69,854,564 (6 parcels in sale)",2050026.01 (2006-2010); 2050026.04 (2011-2022),B3M,Mainland North,Halifax
"80 Highfield Park Dr, Dartmouth",Primary market,1991,56,56,,,,,"2023: $6,048,500; 2022: $5,639,000; 2021: $5,286,400; 2020: $4,236,500; 2019: $4,153,300",,2050114.00,B3A,Dartmouth North,Halifax
"80 Holtwood Crt, Dartmouth",Primary market,2016,114,114,,,,,"2023: $27,123,300; 2022: $26,291,800; 2021: $25,847,500; 2020: $25,170,300; 2019: $24,807,000",,2050100.00,B2W,Dartmouth South,Halifax
"80 Ochterloney St, Dartmouth",Primary market,1996,12,12,,1,Renovation,2022,"2023: $1,575,600; 2022: $1,513,000; 2021: $1,412,600; 2020: $1,332,900; 2019: $1,249,600","2021: $2,600,000 (1 parcel in sale)",2050102.00,B2Y,Dartmouth South,Halifax
"80 Rufus Ave, Halifax",Primary market,1965,10,10,,,,,"2023: $924,700; 2022: $922,000; 2021: $922,900; 2020: $819,500; 2019: $811,800",,2050024.00,B3N,Mainland North,Halifax
"8005 Highway 7, Musquodoboit Harbour",Primary market,1975,5,5,,,,,"2023: $593,600; 2022: $505,500; 2021: $356,800; 2020: $373,600; 2019: $375,400","2021: $587,500 (1 parcel in sale)",2050153.00,,Remainder of CMA,Halifax
"81 Dellridge Lane, Bedford",Primary market,2018,84,84,,,,,"2023: $23,516,000; 2022: $23,126,300; 2021: $22,055,400; 2020: $21,278,800; 2019: $14,352,400","2022: $36,000,000 (1 parcel in sale)",2050123.04 (2018-2020); 2050123.09 (2021-2022),B4A,Bedford,Halifax
"81 Lakecrest Dr, Dartmouth",Primary market,1971,71,71,1,,,,"2023: $5,205,000; 2022: $4,637,200; 2021: $4,579,000; 2020: $4,472,700; 2019: $4,274,500","2021: $22,442,994 (8 parcels in sale); 2020: $0 (2 parcels in sale)",2050107.00,B2X,Dartmouth East,Halifax
"81 Parkland Dr, Halifax",Primary market,1997,54,54,,,,,"2023: $6,320,100; 2022: $5,554,400; 2021: $5,076,500; 2020: $4,890,000; 2019: $4,880,600",,2050026.01 (2006-2010); 2050026.05 (2011-2022),B3S,Mainland North,Halifax
"81 Primrose St, Dartmouth",Primary market,1969,82,82,2,,,,"2023: $6,983,100; 2022: $6,678,400; 2021: $4,670,200; 2020: $4,188,200; 2019: $1,491,600",,2050114.00,B3A,Dartmouth North,Halifax
"81 Radcliffe Dr, Halifax",Primary market,1992,52,52,,,,,"2023: $8,255,300; 2022: $6,938,800; 2021: $6,385,800; 2020: $6,333,200; 2019: $5,756,900","2020: $69,854,564 (6 parcels in sale)",2050026.01 (2006-2010); 2050026.04 (2011-2022),B3M,Mainland North,Halifax
"81 Rufus Ave, Halifax",Primary market,1960,15,15,,,,,"2023: $1,214,700; 2022: $1,124,200; 2021: $1,100,500; 2020: $1,138,100; 2019: $1,044,500",,2050024.00,B3N,Mainland North,Halifax
"81 Solutions Dr, Halifax",Primary market,2006,96,96,,,,,"2023: $16,334,300; 2022: $14,445,200; 2021: $15,161,600; 2020: $15,028,700; 2019: $13,888,100",2019: $0 (1 parcel in sale); 2019: $0 (1 parcel in sale),2050025.03 (2006-2020); 2050025.05 (2021-2022),B3S,Mainland North,Halifax
"82 Armstrong Crt, Halifax",Primary market,1993,81,81,,,,,"2023: $9,255,100; 2022: $8,086,200; 2021: $7,348,100; 2020: $7,227,000; 2019: $7,054,800",,2050027.00,B3M,Mainland North,Halifax
"82 Boland Rd, Dartmouth",Primary market,1954,197,197,,,,,"2023: $19,147,200; 2022: $18,289,000; 2021: $17,263,900; 2020: $16,297,700; 2019: $14,910,300",,2050110.00,B3A,Dartmouth North,Halifax
"82 Parkland Dr, Halifax",Primary market,2003,108,108,,,,,"2023: $14,963,400; 2022: $14,213,600; 2021: $13,863,200; 2020: $13,267,700; 2019: $13,139,600",,2050026.01 (2006-2010); 2050026.05 (2011-2022),B3S,Mainland North,Halifax
"827 Bedford Hwy, Bedford",Primary market,2015,8,8,,,,,"2023: $7,714,500; 2022: $5,807,200; 2021: $4,114,600; 2020: $3,831,500; 2019: $3,907,900","2022: $9,200,000 (1 parcel in sale)",2050123.04 (2015-2020); 2050123.07 (2021-2022),B4A,Bedford,Halifax
"83 Albro Lake Rd, Dartmouth",Primary market,1961,4,4,,,,,"2023: $419,500; 2022: $379,700; 2021: $351,800; 2020: $304,300; 2019: $299,500","2021: $907,000 (6 parcels in sale)",2050112.00,B3A,Dartmouth North,Halifax
"83 Seawood Ave, Lower Sackville",Primary market,1970,6,6,,,,,"2023: $498,400; 2022: $477,600; 2021: $475,000; 2020: $447,200; 2019: $413,400",,2050131.03,B4C,Sackville,Halifax
"830 McLean St, Halifax",Primary market,1950,15,15,,,,,"2023: $2,305,200; 2022: $1,889,600; 2021: $1,850,700; 2020: $1,792,700; 2019: $1,763,100",,2050003.00,B3H,Peninsula South,Halifax
"84 Crichton Ave, Dartmouth",Primary market,1870,10,10,,,,,"2023: $589,000; 2022: $555,400; 2021: $505,200; 2020: $501,500; 2019: $521,900",,2050108.00,B3A,Dartmouth North,Halifax
"84 Evans Ave, Halifax",Primary market,1965,15,15,,,,,"2023: $977,700; 2022: $875,500; 2021: $881,300; 2020: $897,200; 2019: $750,100",,2050025.01,B3M,Mainland North,Halifax
"84 Greenpark Close, Halifax",Primary market,2005,90,90,,,,,"2023: $11,960,900; 2022: $10,644,000; 2021: $11,146,000; 2020: $10,296,700; 2019: $9,175,300",,2050025.03 (2006-2020); 2050025.05 (2021-2022),B3S,Mainland North,Halifax
"84 Rufus Ave, Halifax",Primary market,1971,11,11,,,,,"2023: $782,000; 2022: $738,800; 2021: $718,100; 2020: $711,300; 2019: $679,200",,2050024.00,B3N,Mainland North,Halifax
"85 Chipstone Close, Halifax",Primary market,1992,65,65,,,,,"2023: $8,761,200; 2022: $8,210,500; 2021: $6,750,600; 2020: $5,790,200; 2019: $5,606,300","2020: $69,854,564 (6 parcels in sale)",2050026.01 (2006-2010); 2050026.04 (2011-2022),B3M,Mainland North,Halifax
"85 Evans Ave, Halifax",Primary market,1965,12,12,,,,,"2023: $921,600; 2022: $859,900; 2021: $839,400; 2020: $793,800; 2019: $708,500","2020: $860,000 (1 parcel in sale)",2050025.01,B3M,Mainland North,Halifax
"85 Harlington Crescent, Halifax",Primary market,1977,26,26,,,,,"2023: $2,871,000; 2022: $2,384,600; 2021: $1,973,800; 2020: $1,927,800; 2019: $1,898,400",,2050025.03 (2006-2020); 2050025.04 (2021-2022),B3M,Mainland North,Halifax
"85 Lacewood Dr, Halifax",Primary market,1970,12,12,,,,,"2023: $1,098,000; 2022: $941,900; 2021: $906,600; 2020: $900,500; 2019: $856,800",,2050025.02,B3M,Mainland North,Halifax
